Evidence	ProteinId	AnnotationType	Value	Start	End
UR000413452	KAF7794633.1	feature.REPEAT	WD	1383	1423
UR000413452	KAF7794633.1	feature.REPEAT	WD	1425	1466
UR000413452	KAF7794633.1	feature.REPEAT	WD	1477	1502
UR000414751	KAF7794658.1	comment.domain	The DPH-type metal-binding (MB) domain can bind either zinc or iron ions		
UR000414751	KAF7794658.1	keyword	Iron		
UR000414751	KAF7794658.1	keyword	Metal-binding		
UR000414751	KAF7794658.1	keyword	Zinc		
UR000414751	KAF7794658.1	feature.METAL	Zinc or iron	26	26
UR000414751	KAF7794658.1	feature.METAL	Zinc or iron	28	28
UR000414751	KAF7794658.1	feature.METAL	Zinc or iron	48	48
UR000414751	KAF7794658.1	feature.METAL	Zinc or iron	51	51
UR000414897	KAF7794808.1	comment.similarity	Belongs to the cullin family		
UR000000711	KAF7794808.1	comment.similarity	Belongs to the cullin family		
UR000400925	KAF7794955.1	feature.REPEAT	RCC1	169	237
UR000400925	KAF7794955.1	feature.REPEAT	RCC1	240	289
UR000416794	KAF7795009.1	keyword	Zinc-finger		
UR000000959	KAF7795172.1	comment.catalytic_activity	Reaction=H2O + O-phospho-L-threonyl-[protein] = L-threonyl-[protein] + phosphate; Xref=Rhea:RHEA:47004, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15377, ChEBI:CHEBI:30013, ChEBI:CHEBI:43474, ChEBI:CHEBI:61977; EC=3.1.3.16;		
UR000000959	KAF7795172.1	comment.similarity	Belongs to the PPP phosphatase family		
UR000000959	KAF7795172.1	keyword	Hydrolase		
UR000000959	KAF7795172.1	protein.recommendedName.ecNumber	3.1.3.16		
UR000000959	KAF7795172.1	protein.recommendedName.fullName	Serine/threonine-protein phosphatase		
UR000416604	KAF7795210.1	comment.similarity	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB/NOP family		
UR000416604	KAF7795210.1	keyword	Methyltransferase		
UR000416604	KAF7795210.1	keyword	RNA-binding		
UR000416604	KAF7795210.1	keyword	S-adenosyl-L-methionine		
UR000416604	KAF7795210.1	keyword	Transferase		
UR000416604	KAF7795210.1	protein.recommendedName.ecNumber	2.1.1.-		
UR000416604	KAF7795210.1	xref.GO	GO:0003723		
UR000416604	KAF7795210.1	feature.REGION	S-adenosyl-L-methionine binding	118	124
UR000416604	KAF7795210.1	feature.BINDING	S-adenosyl-L-methionine	152	152
UR000416604	KAF7795210.1	feature.BINDING	S-adenosyl-L-methionine	179	179
UR000416604	KAF7795210.1	feature.BINDING	S-adenosyl-L-methionine	219	219
UR000416604	KAF7795210.1	feature.ACT_SITE	Nucleophile	275	275
UR000810763	KAF7795261.1	comment.catalytic_activity	Reaction=H2O + L-glutamate 5-semialdehyde + NAD(+) = 2 H(+) + L-glutamate + NADH; Xref=Rhea:RHEA:30235, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29985, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:58066; EC=1.2.1.88;		
UR001116763	KAF7795261.1	comment.catalytic_activity	Reaction=H2O + L-glutamate 5-semialdehyde + NAD(+) = 2 H(+) + L-glutamate + NADH; Xref=Rhea:RHEA:30235, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29985, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:58066; EC=1.2.1.88;		
UR000810763	KAF7795261.1	comment.pathway	Amino-acid degradation; L-proline degradation into L-glutamate; L-glutamate from L-proline: step 2/2		
UR001116763	KAF7795261.1	comment.pathway	Amino-acid degradation; L-proline degradation into L-glutamate; L-glutamate from L-proline: step 2/2		
UR001116763	KAF7795261.1	comment.similarity	Belongs to the aldehyde dehydrogenase family		
UR000810763	KAF7795261.1	comment.similarity	Belongs to the aldehyde dehydrogenase family		
UR000000406	KAF7795261.1	comment.similarity	Belongs to the aldehyde dehydrogenase family		
UR000810763	KAF7795261.1	keyword	NAD		
UR001116763	KAF7795261.1	keyword	NAD		
UR000000406	KAF7795261.1	keyword	Oxidoreductase		
UR000810763	KAF7795261.1	keyword	Oxidoreductase		
UR001116763	KAF7795261.1	keyword	Oxidoreductase		
UR000810763	KAF7795261.1	keyword	Proline metabolism		
UR001116763	KAF7795261.1	keyword	Proline metabolism		
UR001116763	KAF7795261.1	protein.alternativeName.fullName	L-glutamate gamma-semialdehyde dehydrogenase		
UR000810763	KAF7795261.1	protein.alternativeName.fullName	L-glutamate gamma-semialdehyde dehydrogenase		
UR000810763	KAF7795261.1	protein.recommendedName.ecNumber	1.2.1.88		
UR001116763	KAF7795261.1	protein.recommendedName.ecNumber	1.2.1.88		
UR001116763	KAF7795261.1	protein.recommendedName.fullName	Delta-1-pyrroline-5-carboxylate dehydrogenase		
UR000810763	KAF7795261.1	protein.recommendedName.fullName	L-glutamate gamma-semialdehyde dehydrogenase		
UR001116763	KAF7795261.1	protein.recommendedName.shortName	P5C dehydrogenase		
UR000810763	KAF7795261.1	xref.GO	GO:0003842		
UR001116763	KAF7795261.1	xref.GO	GO:0003842		
UR001116763	KAF7795261.1	xref.GO	GO:0010133		
UR000810763	KAF7795261.1	xref.GO	GO:0010133		
UR000120476	KAF7795281.1	comment.catalytic_activity	Reaction=ATP + Ca(2+)(in) + H2O = ADP + Ca(2+)(out) + H(+) + phosphate; Xref=Rhea:RHEA:18105, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29108, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=7.2.2.10;		
UR000120476	KAF7795281.1	comment.function	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium		
UR000120476	KAF7795281.1	comment.similarity	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family		
UR000120476	KAF7795281.1	comment.subcellular_location	Membrane; Multi-pass membrane protein		
UR000120476	KAF7795281.1	keyword	ATP-binding		
UR000120476	KAF7795281.1	keyword	Calcium		
UR000120476	KAF7795281.1	keyword	Calcium transport		
UR000120476	KAF7795281.1	keyword	Ion transport		
UR000120476	KAF7795281.1	keyword	Nucleotide-binding		
UR000120476	KAF7795281.1	keyword	Transport		
UR000120476	KAF7795281.1	protein.recommendedName.ecNumber	7.2.2.10		
UR000120476	KAF7795281.1	protein.recommendedName.fullName	Calcium-transporting ATPase		
UR000000157	KAF7795540.1	comment.similarity	Belongs to the cytochrome P450 family		
UR000000157	KAF7795540.1	keyword	Heme		
UR000000157	KAF7795540.1	keyword	Iron		
UR000000157	KAF7795540.1	keyword	Metal-binding		
UR000000157	KAF7795540.1	keyword	Monooxygenase		
UR000000157	KAF7795540.1	keyword	Oxidoreductase		
UR000137773	KAF7795546.1	comment.domain	The SUI1 domain may be involved in RNA binding		
UR000137773	KAF7795546.1	comment.similarity	Belongs to the DENR family		
UR000137773	KAF7795546.1	comment.subcellular_location	Cytoplasm		
UR000137773	KAF7795546.1	comment.subunit	Interacts with the 40S ribosomal subunit		
UR000137773	KAF7795546.1	keyword	Cytoplasm		
UR000137773	KAF7795546.1	keyword	Ribonucleoprotein		
UR000137773	KAF7795546.1	keyword	Ribosomal protein		
UR000137773	KAF7795546.1	protein.recommendedName.fullName	Translation machinery-associated protein 22		
UR000273255	KAF7795559.1	comment.catalytic_activity	Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.12;		
UR000273255	KAF7795559.1	comment.cofactor	Name=Mg(2+); Xref=ChEBI:CHEBI:18420		
UR000273255	KAF7795559.1	comment.similarity	Belongs to the helicase family		
UR000273255	KAF7795559.1	keyword	ATP-binding		
UR000273255	KAF7795559.1	keyword	DNA damage		
UR000273255	KAF7795559.1	keyword	DNA recombination		
UR000273255	KAF7795559.1	keyword	DNA repair		
UR000273255	KAF7795559.1	keyword	Helicase		
UR000273255	KAF7795559.1	keyword	Hydrolase		
UR000273255	KAF7795559.1	keyword	Nucleotide-binding		
UR000273255	KAF7795559.1	protein.recommendedName.ecNumber	3.6.4.12		
UR000273255	KAF7795559.1	protein.recommendedName.fullName	ATP-dependent DNA helicase		
UR000212827	KAF7795593.1	comment.catalytic_activity	Reaction=2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 + octadecanoyl-CoA = (9Z)-octadecenoyl-CoA + 2 [Fe(III)-cytochrome b5] + 2 H2O; Xref=Rhea:RHEA:19721, Rhea:RHEA-COMP:10438, Rhea:RHEA-COMP:10439, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034, ChEBI:CHEBI:57387, ChEBI:CHEBI:57394; EC=1.14.19.1;		
UR000212827	KAF7795593.1	comment.cofactor	Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Note=Expected to bind 2 Fe(2+) ions per subunit		
UR000212827	KAF7795593.1	comment.function	Stearoyl-CoA desaturase that utilizes O(2) and electrons from reduced cytochrome b5 to introduce the first double bond into saturated fatty acyl-CoA substrates		
UR000212827	KAF7795593.1	comment.similarity	Belongs to the fatty acid desaturase type 1 family		
UR000212827	KAF7795593.1	keyword	Electron transport		
UR000212827	KAF7795593.1	keyword	Fatty acid biosynthesis		
UR000212827	KAF7795593.1	keyword	Fatty acid metabolism		
UR000212827	KAF7795593.1	keyword	Heme		
UR000212827	KAF7795593.1	keyword	Iron		
UR000212827	KAF7795593.1	keyword	Lipid biosynthesis		
UR000212827	KAF7795593.1	keyword	Lipid metabolism		
UR000212827	KAF7795593.1	keyword	Metal-binding		
UR000212827	KAF7795593.1	keyword	Oxidoreductase		
UR000212827	KAF7795593.1	keyword	Transport		
UR000212827	KAF7795593.1	protein.recommendedName.ecNumber	1.14.19.1		
UR000212827	KAF7795593.1	protein.recommendedName.fullName	Acyl-CoA desaturase		
UR000212827	KAF7795593.1	xref.GO	GO:0004768		
UR000212827	KAF7795593.1	xref.GO	GO:0006636		
UR000212827	KAF7795593.1	xref.GO	GO:0046872		
UR000481793	KAF7795603.1	comment.function	Component of the ribosome assembly machinery. Nuclear paralog of the ribosomal protein P0, it binds pre-60S subunits at an early stage of assembly in the nucleolus, and is replaced by P0 in cytoplasmic pre-60S subunits and mature 80S ribosomes		
UR000481793	KAF7795603.1	comment.similarity	Belongs to the universal ribosomal protein uL10 family		
UR000481793	KAF7795603.1	comment.subcellular_location	Cytoplasm. Nucleus, nucleolus		
UR000481793	KAF7795603.1	comment.subunit	Associates with the pre-60S ribosomal particle		
UR000481793	KAF7795603.1	keyword	Cytoplasm		
UR000481793	KAF7795603.1	keyword	Nucleus		
UR000481793	KAF7795603.1	keyword	Ribosome biogenesis		
UR000481793	KAF7795603.1	protein.recommendedName.fullName	Ribosome assembly factor mrt4		
UR000400038	KAF7795628.1	keyword	ATP-binding		
UR000400038	KAF7795628.1	keyword	Nucleotide-binding		
UR000400038	KAF7795628.1	xref.GO	GO:0000166		
UR000400038	KAF7795628.1	xref.GO	GO:0005524		
UR000400038	KAF7795628.1	feature.NP_BIND	ATP	696	703
UR000123452	KAF7795660.1	comment.similarity	Belongs to the NAC-beta family		
UR000123452	KAF7795660.1	comment.subunit	Part of the nascent polypeptide-associated complex (NAC)		
UR000123452	KAF7795660.1	keyword	Transcription		
UR000123452	KAF7795660.1	keyword	Transcription regulation		
UR000123452	KAF7795660.1	protein.recommendedName.fullName	Nascent polypeptide-associated complex subunit beta		
UR001229796	KAF7795701.1	comment.function	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network		
UR000437754	KAF7795701.1	comment.function	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins		
UR000437754	KAF7795701.1	comment.similarity	Belongs to the adaptor complexes medium subunit family. Delta-COP subfamily		
UR001229796	KAF7795701.1	comment.similarity	Belongs to the adaptor complexes medium subunit family. Delta-COP subfamily		
UR000437754	KAF7795701.1	comment.subcellular_location	Cytoplasm. Cytoplasmic vesicle, COPI-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Golgi apparatus membrane; Peripheral membrane protein; Cytoplasmic side		
UR001229796	KAF7795701.1	comment.subcellular_location	Cytoplasm. Golgi apparatus membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasmic vesicle, COPI-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side		
UR001229796	KAF7795701.1	comment.subunit	Oligomeric complex that consists of at least the alpha, beta, beta', gamma, delta, epsilon and zeta subunits		
UR000437754	KAF7795701.1	comment.subunit	Oligomeric complex that consists of at least the alpha, beta, beta', gamma, delta, epsilon and zeta subunits		
UR000437754	KAF7795701.1	keyword	Cytoplasm		
UR001229796	KAF7795701.1	keyword	Cytoplasm		
UR000437754	KAF7795701.1	keyword	Cytoplasmic vesicle		
UR001229796	KAF7795701.1	keyword	ER-Golgi transport		
UR000437754	KAF7795701.1	keyword	ER-Golgi transport		
UR001229796	KAF7795701.1	keyword	Golgi apparatus		
UR000437754	KAF7795701.1	keyword	Golgi apparatus		
UR001229796	KAF7795701.1	keyword	Membrane		
UR000437754	KAF7795701.1	keyword	Membrane		
UR000437754	KAF7795701.1	keyword	Protein transport		
UR001229796	KAF7795701.1	keyword	Protein transport		
UR000437754	KAF7795701.1	keyword	Transport		
UR001229796	KAF7795701.1	keyword	Transport		
UR000437754	KAF7795701.1	protein.recommendedName.fullName	Coatomer subunit delta		
UR001229796	KAF7795701.1	protein.recommendedName.fullName	Coatomer subunit delta		
UR001229796	KAF7795701.1	xref.GO	GO:0006890		
UR001229796	KAF7795701.1	xref.GO	GO:0030126		
UR000413240	KAF7795901.1	keyword	Zinc-finger		
UR000000085	KAF7795916.1	comment.function	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain		
UR000000085	KAF7795916.1	comment.similarity	Belongs to the tubulin family		
UR000000085	KAF7795916.1	comment.subunit	Dimer of alpha and beta chains. A typical microtubule is a hollow water-filled tube with an outer diameter of 25 nm and an inner diameter of 15 nM. Alpha-beta heterodimers associate head-to-tail to form protofilaments running lengthwise along the microtubule wall with the beta-tubulin subunit facing the microtubule plus end conferring a structural polarity. Microtubules usually have 13 protofilaments but different protofilament numbers can be found in some organisms and specialized cells		
UR000000085	KAF7795916.1	keyword	GTP-binding		
UR000000085	KAF7795916.1	keyword	Microtubule		
UR000000085	KAF7795916.1	keyword	Nucleotide-binding		
UR000000085	KAF7795916.1	protein.recommendedName.fullName	Tubulin beta chain		
UR000000085	KAF7795916.1	xref.GO	GO:0003924		
UR000000085	KAF7795916.1	xref.GO	GO:0005525		
UR000000514	KAF7795961.1	comment.similarity	Belongs to the alpha-IPM synthase/homocitrate synthase family		
UR000000514	KAF7795961.1	keyword	Transferase		
UR000413452	KAF7795968.1	keyword	WD repeat		
UR000413452	KAF7795968.1	feature.REPEAT	WD	158	193
UR000413452	KAF7795968.1	feature.REPEAT	WD	325	350
UR000416794	KAF7795975.1	keyword	Zinc-finger		
UR000001467	KAF7795980.1	comment.catalytic_activity	Reaction=2 H(+) + H2O + urea = CO2 + 2 NH4(+); Xref=Rhea:RHEA:20557, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16199, ChEBI:CHEBI:16526, ChEBI:CHEBI:28938; EC=3.5.1.5;		
UR000001467	KAF7795980.1	comment.cofactor	Name=Ni cation; Xref=ChEBI:CHEBI:25516; Note=Binds 2 nickel ions per subunit		
UR000001467	KAF7795980.1	comment.pathway	Nitrogen metabolism; urea degradation; CO(2) and NH(3) from urea (urease route): step 1/1		
UR000001467	KAF7795980.1	comment.similarity	In the C-terminal section; belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family		
UR000001467	KAF7795980.1	keyword	Hydrolase		
UR000415999	KAF7795980.1	keyword	Hydrolase		
UR000001467	KAF7795980.1	keyword	Metal-binding		
UR000001467	KAF7795980.1	keyword	Nickel		
UR000001467	KAF7795980.1	protein.alternativeName.fullName	Urea amidohydrolase		
UR000001467	KAF7795980.1	protein.recommendedName.ecNumber	3.5.1.5		
UR000001467	KAF7795980.1	protein.recommendedName.fullName	Urease		
UR000415999	KAF7795980.1	xref.GO	GO:0016787		
UR000415999	KAF7795980.1	feature.BINDING	Substrate	493	493
UR000415999	KAF7795980.1	feature.ACT_SITE	Proton donor	594	594
UR000400463	KAF7796091.1	comment.similarity	Belongs to the TCTP family		
UR000000054	KAF7796466.1	comment.similarity	Belongs to the protein kinase superfamily		
UR000000054	KAF7796466.1	keyword	ATP-binding		
UR000000054	KAF7796466.1	keyword	Nucleotide-binding		
UR000000054	KAF7796466.1	keyword	Serine/threonine-protein kinase		
UR000172777	KAF7796474.1	comment.cofactor	Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Note=Binds 2 calcium ions per subunit		
UR000000938	KAF7796474.1	comment.similarity	Belongs to the peroxidase family		
UR000172777	KAF7796474.1	comment.similarity	Belongs to the peroxidase family		
UR000172777	KAF7796474.1	comment.similarity	Belongs to the peroxidase family. Ligninase subfamily		
UR000172777	KAF7796474.1	keyword	Calcium		
UR000172777	KAF7796474.1	keyword	Metal-binding		
UR000172777	KAF7796474.1	keyword	Oxidoreductase		
UR000172777	KAF7796474.1	keyword	Peroxidase		
UR000172777	KAF7796474.1	protein.recommendedName.ecNumber	1.11.1.-		
UR000172777	KAF7796474.1	protein.recommendedName.fullName	Peroxidase		
UR000172777	KAF7796474.1	xref.GO	GO:0020037		
UR000172777	KAF7796474.1	xref.GO	GO:0046872		
UR000000407	KAF7796500.1	comment.similarity	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
UR000000407	KAF7796500.1	keyword	Transport		
UR000111469	KAF7796516.1	comment.catalytic_activity	Reaction=ATP + UMP = ADP + UDP; Xref=Rhea:RHEA:24400, ChEBI:CHEBI:30616, ChEBI:CHEBI:57865, ChEBI:CHEBI:58223, ChEBI:CHEBI:456216; EC=2.7.4.14;		
UR000111469	KAF7796516.1	comment.cofactor	Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Note=Binds 1 Mg(2+) ion per monomer		
UR000111469	KAF7796516.1	comment.domain	Consists of three domains, a large central CORE domain and two small peripheral domains, NMPbind and LID, which undergo movements during catalysis. The LID domain closes over the site of phosphoryl transfer upon ATP binding. Assembling and dissambling the active center during each catalytic cycle provides an effective means to prevent ATP hydrolysis		
UR000111469	KAF7796516.1	comment.function	Catalyzes the phosphorylation of pyrimidine nucleoside monophosphates at the expense of ATP. Plays an important role in de novo pyrimidine nucleotide biosynthesis. Has preference for UMP and dUMP as phosphate acceptors, but can also use CMP, dCMP and AMP		
UR000000396	KAF7796516.1	comment.similarity	Belongs to the adenylate kinase family		
UR000111469	KAF7796516.1	comment.similarity	Belongs to the adenylate kinase family. UMP-CMP kinase subfamily		
UR000111469	KAF7796516.1	comment.subcellular_location	Cytoplasm. Nucleus. Note=Predominantly cytoplasmic		
UR000111469	KAF7796516.1	comment.subunit	Monomer		
UR000111469	KAF7796516.1	keyword	ATP-binding		
UR000111469	KAF7796516.1	keyword	Cytoplasm		
UR000111469	KAF7796516.1	keyword	Kinase		
UR000000396	KAF7796516.1	keyword	Kinase		
UR000111469	KAF7796516.1	keyword	Nucleotide-binding		
UR000111469	KAF7796516.1	keyword	Nucleus		
UR000111469	KAF7796516.1	keyword	Pyrimidine biosynthesis		
UR000111469	KAF7796516.1	keyword	Transferase		
UR000000396	KAF7796516.1	keyword	Transferase		
UR000111469	KAF7796516.1	protein.alternativeName.fullName	ATP:UMP phosphotransferase		
UR000111469	KAF7796516.1	protein.alternativeName.fullName	Deoxycytidylate kinase		
UR000111469	KAF7796516.1	protein.alternativeName.fullName	Uridine monophosphate kinase		
UR000111469	KAF7796516.1	protein.alternativeName.shortName	CK		
UR000111469	KAF7796516.1	protein.alternativeName.shortName	UMP kinase		
UR000111469	KAF7796516.1	protein.alternativeName.shortName	UMPK		
UR000111469	KAF7796516.1	protein.alternativeName.shortName	dCMP kinase		
UR000111469	KAF7796516.1	protein.recommendedName.ecNumber	2.7.4.14		
UR000111469	KAF7796516.1	protein.recommendedName.fullName	Uridylate kinase		
UR000111469	KAF7796516.1	protein.recommendedName.shortName	UK		
UR000111469	KAF7796516.1	xref.GO	GO:0005634		
UR000111469	KAF7796516.1	xref.GO	GO:0005737		
UR000111469	KAF7796516.1	xref.GO	GO:0006221		
UR000111469	KAF7796516.1	xref.GO	GO:0009041		
UR000111469	KAF7796516.1	feature.NP_BIND	ATP	71	76
UR000111469	KAF7796516.1	feature.REGION	NMPbind	91	121
UR000111469	KAF7796516.1	feature.BINDING	NMP	97	97
UR000111469	KAF7796516.1	feature.NP_BIND	NMP	158	161
UR000111469	KAF7796516.1	feature.BINDING	NMP	165	165
UR000111469	KAF7796516.1	feature.REGION	LID	195	205
UR000111469	KAF7796516.1	feature.BINDING	ATP	196	196
UR000111469	KAF7796516.1	feature.BINDING	NMP	202	202
UR000111469	KAF7796516.1	feature.BINDING	NMP	213	213
UR000111469	KAF7796516.1	feature.BINDING	ATP; via carbonyl oxygen	241	241
UR000415599	KAF7796572.1	keyword	Bromodomain		
UR000000176	KAF7796616.1	comment.similarity	Belongs to the actin family		
UR000503754	KAF7796721.1	comment.function	Component of the ESCRT-I complex (endosomal sorting complex required for transport I), a regulator of vesicular trafficking process		
UR000400280	KAF7796721.1	comment.similarity	Belongs to the VPS28 family		
UR000503754	KAF7796721.1	comment.similarity	Belongs to the VPS28 family		
UR000400295	KAF7796721.1	comment.similarity	Belongs to the VPS28 family		
UR000503754	KAF7796721.1	keyword	Endosome		
UR000503754	KAF7796721.1	keyword	Protein transport		
UR000400295	KAF7796721.1	keyword	Protein transport		
UR000400280	KAF7796721.1	keyword	Protein transport		
UR000503754	KAF7796721.1	keyword	Transport		
UR000400280	KAF7796721.1	keyword	Transport		
UR000400295	KAF7796721.1	keyword	Transport		
UR000503754	KAF7796721.1	protein.alternativeName.fullName	ESCRT-I complex subunit VPS28		
UR000503754	KAF7796721.1	protein.recommendedName.fullName	Vacuolar protein sorting-associated protein 28		
UR000503754	KAF7796721.1	xref.GO	GO:0000813		
UR000400280	KAF7796721.1	xref.GO	GO:0006810		
UR000400295	KAF7796721.1	xref.GO	GO:0006810		
UR000400280	KAF7796721.1	xref.GO	GO:0015031		
UR000400295	KAF7796721.1	xref.GO	GO:0015031		
UR000503754	KAF7796721.1	xref.GO	GO:0043328		
UR000000302	KAF7796738.1	comment.similarity	Belongs to the CAP family		
UR000000302	KAF7796738.1	protein.recommendedName.fullName	Adenylyl cyclase-associated protein		
UR000000157	KAF7796811.1	comment.similarity	Belongs to the cytochrome P450 family		
UR000000157	KAF7796811.1	keyword	Heme		
UR000000157	KAF7796811.1	keyword	Iron		
UR000000157	KAF7796811.1	keyword	Metal-binding		
UR000000157	KAF7796811.1	keyword	Monooxygenase		
UR000000157	KAF7796811.1	keyword	Oxidoreductase		
UR000400605	KAF7796846.1	keyword	Nuclear pore complex		
UR000400605	KAF7796846.1	keyword	Nucleus		
UR000400605	KAF7796846.1	keyword	Transport		
UR000400605	KAF7796846.1	keyword	mRNA transport		
UR000400605	KAF7796846.1	xref.GO	GO:0005634		
UR000400605	KAF7796846.1	xref.GO	GO:0005643		
UR000400605	KAF7796846.1	xref.GO	GO:0006810		
UR000400605	KAF7796846.1	xref.GO	GO:0051028		
UR000413452	KAF7796869.1	keyword	WD repeat		
UR000413452	KAF7796869.1	feature.REPEAT	WD	74	121
UR000413452	KAF7796869.1	feature.REPEAT	WD	122	156
UR000400545	KAF7796878.1	comment.similarity	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O-methyltransferase family		
UR000400545	KAF7796878.1	keyword	Methyltransferase		
UR000400545	KAF7796878.1	keyword	S-adenosyl-L-methionine		
UR000400545	KAF7796878.1	keyword	Transferase		
UR000400545	KAF7796878.1	protein.recommendedName.ecNumber	2.1.1.-		
UR000400545	KAF7796878.1	feature.BINDING	S-adenosyl-L-methionine	253	253
UR000400545	KAF7796878.1	feature.BINDING	S-adenosyl-L-methionine	301	301
UR000400545	KAF7796878.1	feature.ACT_SITE	Proton acceptor	304	304
UR000000091	KAF7796926.1	comment.similarity	Belongs to the short-chain dehydrogenases/reductases (SDR) family		
UR000400614	KAF7796943.1	comment.similarity	Belongs to the arginase family		
UR000000847	KAF7796979.1	comment.similarity	Belongs to the HSF family		
UR000000494	KAF7797157.1	comment.similarity	Belongs to the GST superfamily		
UR000000335	KAF7797171.1	comment.subcellular_location	Nucleus		
UR000401037	KAF7797171.1	comment.subcellular_location	Nucleus		
UR000000335	KAF7797171.1	keyword	DNA-binding		
UR000401037	KAF7797171.1	keyword	DNA-binding		
UR000401037	KAF7797171.1	keyword	Homeobox		
UR000000335	KAF7797171.1	keyword	Homeobox		
UR000401037	KAF7797171.1	keyword	Nucleus		
UR000000335	KAF7797171.1	keyword	Nucleus		
UR000401037	KAF7797171.1	xref.GO	GO:0003677		
UR000401037	KAF7797171.1	xref.GO	GO:0005634		
UR000401037	KAF7797171.1	feature.DNA_BIND	Homeobox	38	97
UR000401037	KAF7797171.1	feature.DNA_BIND	Homeobox	191	250
UR000401037	KAF7797171.1	feature.DNA_BIND	Homeobox	351	410
UR000000054	KAF7797173.1	comment.similarity	Belongs to the protein kinase superfamily		
UR000000054	KAF7797173.1	keyword	ATP-binding		
UR000000054	KAF7797173.1	keyword	Nucleotide-binding		
UR000000054	KAF7797173.1	keyword	Serine/threonine-protein kinase		
UR000168458	KAF7797190.1	comment.catalytic_activity	Reaction=PretRNA = a 3'-half-tRNA molecule with a 5'-OH end + a 5'-half-tRNA molecule with a 2',3'-cyclic phosphate end + an intron with a 2',3'-cyclic phosphate and a 5'-hydroxyl terminus.; EC=4.6.1.16;		
UR000168458	KAF7797190.1	comment.function	Constitutes one of the two catalytic subunit of the tRNA-splicing endonuclease complex, a complex responsible for identification and cleavage of the splice sites in pre-tRNA. It cleaves pre-tRNA at the 5'- and 3'-splice sites to release the intron. The products are an intron and two tRNA half-molecules bearing 2',3'-cyclic phosphate and 5'-OH termini. There are no conserved sequences at the splice sites, but the intron is invariably located at the same site in the gene, placing the splice sites an invariant distance from the constant structural features of the tRNA body		
UR000168458	KAF7797190.1	comment.similarity	Belongs to the tRNA-intron endonuclease family		
UR000168458	KAF7797190.1	keyword	Lyase		
UR000168458	KAF7797190.1	keyword	tRNA processing		
UR000168458	KAF7797190.1	protein.recommendedName.ecNumber	4.6.1.16		
UR000168458	KAF7797190.1	protein.recommendedName.fullName	tRNA-splicing endonuclease subunit Sen2		
UR000168458	KAF7797190.1	xref.GO	GO:0000213		
UR000168458	KAF7797190.1	xref.GO	GO:0000214		
UR000168458	KAF7797190.1	xref.GO	GO:0016829		
UR000413283	KAF7797194.1	keyword	Heme		
UR000413283	KAF7797194.1	keyword	Iron		
UR000413283	KAF7797194.1	keyword	Metal-binding		
UR000107015	KAF7797205.1	comment.function	Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm. Is also involved in ribosome biogenesis. Associates with pre-60S subunits in the nucleus and is involved in its nuclear export		
UR000107015	KAF7797205.1	comment.similarity	Belongs to the eIF-6 family		
