"ProteinId"	"FullName"	"Similariry"	"EC"	"CAZy_HMMER"	"CAZy_Hotpep"	"CAZy_DIAMOND"	"Signalp"
"KAF7794630.1"	"Endoplasmic reticulum transmembrane protein"	"Belongs to the BCAP29/BCAP31 family"	NA	NA	NA	NA	NA
"KAF7794635.1"	"Aconitate hydratase, mitochondrial"	"Belongs to the aconitase/IPM isomerase family"	"4.2.1.-"	NA	NA	NA	NA
"KAF7794654.1"	"Amine oxidase"	"Belongs to the copper/topaquinone oxidase family"	"1.4.3.-"	NA	NA	NA	NA
"KAF7794663.1"	"Peptidyl-prolyl cis-trans isomerase"	"Belongs to the cyclophilin-type PPIase family"	"5.2.1.8"	NA	NA	NA	NA
"KAF7794693.1"	"E3 ubiquitin-protein ligase"	"Belongs to the UBR1 family"	"2.3.2.27"	NA	NA	NA	NA
"KAF7794694.1"	NA	"Belongs to the class-I aminoacyl-tRNA synthetase family"	NA	NA	NA	NA	NA
"KAF7794703.1"	NA	"Belongs to the complex I 30 kDa subunit family"	NA	NA	NA	NA	NA
"KAF7794726.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7794755.1"	"Lon protease homolog, mitochondrial"	"Belongs to the peptidase S16 family"	"3.4.21.-"	NA	NA	NA	NA
"KAF7794755.1"	"Lon protease homolog, mitochondrial"	"Belongs to the peptidase S16 family"	"3.4.21.53"	NA	NA	NA	NA
"KAF7794755.1"	"Lon protease homolog, mitochondrial"	"Belongs to the peptidase S16 family"	"3.4.21.-"	NA	NA	NA	NA
"KAF7794755.1"	"Lon protease homolog, mitochondrial"	"Belongs to the peptidase S16 family"	"3.4.21.53"	NA	NA	NA	NA
"KAF7794759.1"	NA	"Belongs to the glycosyl hydrolase 18 family"	"3.2.1.-"	"GH18(7-169)"	"GH18+CBM1"	"N"	"N"
"KAF7794760.1"	"Decapping nuclease"	"Belongs to the DXO/Dom3Z family"	"3.6.1.-"	NA	NA	NA	NA
"KAF7794761.1"	NA	"Belongs to the cytochrome c family"	NA	NA	NA	NA	NA
"KAF7794770.1"	"5'-3' exoribonuclease 1"	"Belongs to the 5'-3' exonuclease family"	"3.1.13.-"	NA	NA	NA	NA
"KAF7794802.1"	"6-phosphofructokinase"	"Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade \"E\" sub-subfamily"	"2.7.1.11"	"N"	"N"	"GH76"	"N"
"KAF7794802.1"	"6-phosphofructokinase"	"Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade 'E' sub-subfamily"	"2.7.1.11"	"N"	"N"	"GH76"	"N"
"KAF7794802.1"	"ATP-dependent 6-phosphofructokinase"	"Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade 'E' sub-subfamily"	"2.7.1.11"	"N"	"N"	"GH76"	"N"
"KAF7794802.1"	"6-phosphofructokinase"	"Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade \"E\" sub-subfamily"	"2.7.1.11"	"N"	"N"	"GH76"	"N"
"KAF7794802.1"	"ATP-dependent 6-phosphofructokinase"	"Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade \"E\" sub-subfamily"	"2.7.1.11"	"N"	"N"	"GH76"	"N"
"KAF7794802.1"	"ATP-dependent 6-phosphofructokinase"	"Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade \"E\" sub-subfamily"	"2.7.1.11"	"N"	"N"	"GH76"	"N"
"KAF7794802.1"	"ATP-dependent 6-phosphofructokinase"	"Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade 'E' sub-subfamily"	"2.7.1.11"	"N"	"N"	"GH76"	"N"
"KAF7794802.1"	"6-phosphofructokinase"	"Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade 'E' sub-subfamily"	"2.7.1.11"	"N"	"N"	"GH76"	"N"
"KAF7794806.1"	NA	"Belongs to the iron/ascorbate-dependent oxidoreductase family"	NA	NA	NA	NA	NA
"KAF7794808.1"	NA	"Belongs to the cullin family"	NA	NA	NA	NA	NA
"KAF7794808.1"	NA	"Belongs to the cullin family"	NA	NA	NA	NA	NA
"KAF7794809.1"	"Exportin-T"	"Belongs to the exportin family"	NA	NA	NA	NA	NA
"KAF7794812.1"	NA	"Belongs to the glycosyl hydrolase 5 (cellulase A) family"	NA	"GH5_9(115-451)"	"GH5"	"GH5_9"	"Y(1-19)"
"KAF7794844.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7794845.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7794852.1"	"Sugar phosphate phosphatase"	"Belongs to the damage-control phosphatase family. Sugar phosphate phosphatase III subfamily"	"3.1.3.-"	NA	NA	NA	NA
"KAF7794857.1"	NA	NA	NA	"GT2_Chitin_synth_2(648-1170)"	"GT2"	"GT2"	"N"
"KAF7794860.1"	NA	NA	NA	"GT69(209-470)"	"N"	"N"	"N"
"KAF7794863.1"	NA	NA	NA	"GH89(10-673)"	"GH89"	"GH89"	"N"
"KAF7794878.1"	NA	"Belongs to the OXA1/ALB3/YidC family"	NA	NA	NA	NA	NA
"KAF7794893.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7794902.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. Erg6/SMT family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7794906.1"	NA	NA	NA	"N"	"N"	"CBM12"	"N"
"KAF7794908.1"	"Mitogen-activated protein kinase"	"Belongs to the protein kinase superfamily"	"2.7.11.24"	NA	NA	NA	NA
"KAF7794908.1"	"Mitogen-activated protein kinase"	"Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily"	"2.7.11.24"	NA	NA	NA	NA
"KAF7794948.1"	NA	NA	NA	"GH16_1(178-332)"	"N"	"N"	"Y(1-18)"
"KAF7794951.1"	"Coronin"	"Belongs to the WD repeat coronin family"	NA	NA	NA	NA	NA
"KAF7794965.1"	NA	NA	NA	"GT2_Glycos_transf_2(86-263)"	"N"	"GT2"	"Y(1-26)"
"KAF7794975.1"	NA	"Belongs to the HSF family"	NA	NA	NA	NA	NA
"KAF7794979.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7794981.1"	"Actin-related protein 2"	"Belongs to the actin family. ARP2 subfamily"	NA	NA	NA	NA	NA
"KAF7794981.1"	"Actin-related protein 2"	"Belongs to the actin family"	NA	NA	NA	NA	NA
"KAF7794992.1"	NA	NA	NA	"N"	"N"	"CE5"	"N"
"KAF7795000.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
"KAF7795008.1"	"Ubiquitin carboxyl-terminal hydrolase"	"Belongs to the peptidase C19 family"	"3.4.19.12"	NA	NA	NA	NA
"KAF7795014.1"	NA	NA	NA	"N"	"N"	"GT31"	"N"
"KAF7795024.1"	NA	NA	NA	"AA3_2(45-625)"	"AA3"	"AA3_2"	"Y(1-18)"
"KAF7795027.1"	"Cytidine deaminase"	"Belongs to the cytidine and deoxycytidylate deaminase family"	"3.5.4.5"	NA	NA	NA	NA
"KAF7795029.1"	NA	NA	NA	"AA3_2(55-641)"	"AA3"	"AA3_2"	"N"
"KAF7795038.1"	NA	"Belongs to the AAA ATPase family"	NA	NA	NA	NA	NA
"KAF7795039.1"	"Carboxypeptidase"	"Belongs to the peptidase S10 family"	"3.4.16.-"	NA	NA	NA	NA
"KAF7795040.1"	"Carboxypeptidase"	"Belongs to the peptidase S10 family"	"3.4.16.-"	NA	NA	NA	NA
"KAF7795045.1"	NA	NA	NA	"CE4(207-318)"	"CE4"	"CE4"	"N"
"KAF7795054.1"	NA	"Belongs to the carnitine/choline acetyltransferase family"	NA	NA	NA	NA	NA
"KAF7795075.1"	NA	"Belongs to the protein kinase superfamily"	NA	NA	NA	NA	NA
"KAF7795102.1"	NA	NA	NA	"GH115(40-672)"	"GH115"	"GH115"	"Y(1-27)"
"KAF7795106.1"	"Ornithine aminotransferase"	"Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family"	"2.6.1.13"	NA	NA	NA	NA
"KAF7795106.1"	"Ornithine aminotransferase"	"Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family"	"2.6.1.13"	NA	NA	NA	NA
"KAF7795108.1"	"Defective in cullin neddylation protein"	NA	NA	NA	NA	NA	NA
"KAF7795113.1"	"Phosphatidylethanolamine N-methyltransferase"	"Belongs to the class VI-like SAM-binding methyltransferase superfamily. CHO2 family"	"2.1.1.17"	NA	NA	NA	NA
"KAF7795142.1"	"Phospho-2-dehydro-3-deoxyheptonate aldolase"	"Belongs to the class-I DAHP synthase family"	"2.5.1.54"	NA	NA	NA	NA
"KAF7795172.1"	"Serine/threonine-protein phosphatase"	"Belongs to the PPP phosphatase family"	"3.1.3.16"	NA	NA	NA	NA
"KAF7795180.1"	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. MenG/UbiE family"	"2.1.1.201"	NA	NA	NA	NA
"KAF7795181.1"	NA	"Belongs to the cullin family"	NA	NA	NA	NA	NA
"KAF7795181.1"	NA	"Belongs to the cullin family"	NA	NA	NA	NA	NA
"KAF7795188.1"	NA	"Belongs to the ubiquitin-conjugating enzyme family"	"2.3.2.-"	NA	NA	NA	NA
"KAF7795194.1"	NA	NA	NA	"GH3(111-326)"	"N"	"N"	"N"
"KAF7795210.1"	NA	"Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB/NOP family"	"2.1.1.-"	NA	NA	NA	NA
"KAF7795214.1"	"4-hydroxybenzoate polyprenyltransferase, mitochondrial"	"Belongs to the UbiA prenyltransferase family"	"2.5.1.39"	NA	NA	NA	NA
"KAF7795216.1"	"Glucanase"	"Belongs to the glycosyl hydrolase 7 (cellulase C) family"	"3.2.1.-"	"GH7(47-476)"	"GH7+CBM1"	"CBM1+GH7"	"N"
"KAF7795224.1"	"Chorismate synthase"	"Belongs to the chorismate synthase family"	"4.2.3.5"	NA	NA	NA	NA
"KAF7795225.1"	"Nuclear pore protein"	"Belongs to the nucleoporin interacting component (NIC) family"	NA	NA	NA	NA	NA
"KAF7795230.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7795234.1"	"Histone-lysine N-methyltransferase, H3 lysine-79 specific"	"Belongs to the class I-like SAM-binding methyltransferase superfamily. DOT1 family"	"2.1.1.360"	NA	NA	NA	NA
"KAF7795235.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
"KAF7795246.1"	"Mediator of RNA polymerase II transcription subunit 17"	"Belongs to the Mediator complex subunit 17 family"	NA	NA	NA	NA	NA
"KAF7795250.1"	"Lysophospholipase"	"Belongs to the lysophospholipase family"	"3.1.1.5"	NA	NA	NA	NA
"KAF7795250.1"	"Lysophospholipase"	"Belongs to the lysophospholipase family"	"3.1.1.-"	NA	NA	NA	NA
"KAF7795255.1"	NA	NA	NA	"AA3_2(2-401)"	"N"	"N"	"N"
"KAF7795257.1"	NA	NA	NA	"AA3_2(11-380)"	"N"	"N"	"N"
"KAF7795259.1"	"Peptidyl-prolyl cis-trans isomerase"	"Belongs to the cyclophilin-type PPIase family. PPIL4 subfamily"	"5.2.1.8"	NA	NA	NA	NA
"KAF7795261.1"	"Delta-1-pyrroline-5-carboxylate dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"Delta-1-pyrroline-5-carboxylate dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"Delta-1-pyrroline-5-carboxylate dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"Delta-1-pyrroline-5-carboxylate dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"L-glutamate gamma-semialdehyde dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"L-glutamate gamma-semialdehyde dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"Delta-1-pyrroline-5-carboxylate dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"Delta-1-pyrroline-5-carboxylate dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"L-glutamate gamma-semialdehyde dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"L-glutamate gamma-semialdehyde dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"L-glutamate gamma-semialdehyde dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795261.1"	"L-glutamate gamma-semialdehyde dehydrogenase"	"Belongs to the aldehyde dehydrogenase family"	"1.2.1.88"	NA	NA	NA	NA
"KAF7795266.1"	"Protein disulfide-isomerase"	"Belongs to the protein disulfide isomerase family"	"5.3.4.1"	NA	NA	NA	NA
"KAF7795266.1"	"Protein disulfide-isomerase"	"Belongs to the protein disulfide isomerase family"	"5.3.4.1"	NA	NA	NA	NA
"KAF7795271.1"	"MICOS complex subunit MIC60"	"Belongs to the MICOS complex subunit Mic60 family"	NA	NA	NA	NA	NA
"KAF7795273.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7795281.1"	"Calcium-transporting ATPase"	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family"	"7.2.2.10"	NA	NA	NA	NA
"KAF7795315.1"	"Proliferating cell nuclear antigen"	"Belongs to the PCNA family"	NA	NA	NA	NA	NA
"KAF7795316.1"	NA	"Belongs to the mitochondrial carrier (TC 2.A.29) family"	NA	NA	NA	NA	NA
"KAF7795317.1"	"Kinesin-like protein"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	NA	NA	NA	NA
"KAF7795317.1"	"Kinesin-like protein"	"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family"	NA	NA	NA	NA	NA
"KAF7795357.1"	"mRNA-capping enzyme subunit beta"	"Belongs to the fungal TPase family"	"3.1.3.33"	NA	NA	NA	NA
"KAF7795358.1"	"2-oxoisovalerate dehydrogenase subunit alpha"	"Belongs to the BCKDHA family"	"1.2.4.4"	NA	NA	NA	NA
"KAF7795367.1"	NA	NA	NA	"PL4_1(1-291)"	"PL4"	"PL4_1"	"N"
"KAF7795369.1"	NA	NA	NA	"GH16_2(239-585)"	"N"	"GH16_2"	"N"
"KAF7795395.1"	"FACT complex subunit POB3"	"Belongs to the SSRP1 family"	NA	NA	NA	NA	NA
"KAF7795400.1"	NA	"Belongs to the MIP/aquaporin (TC 1.A.8) family"	NA	NA	NA	NA	NA
"KAF7795402.1"	NA	"Belongs to the MIP/aquaporin (TC 1.A.8) family"	NA	NA	NA	NA	NA
"KAF7795407.1"	"Queuosine salvage protein"	"Belongs to the queuosine salvage protein family"	NA	NA	NA	NA	NA
"KAF7795410.1"	"Oligosaccharide translocation protein RFT1"	"Belongs to the RFT1 family"	NA	NA	NA	NA	NA
"KAF7795429.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7795437.1"	NA	"Belongs to the MIP/aquaporin (TC 1.A.8) family"	NA	NA	NA	NA	NA
"KAF7795456.1"	"Spindle pole body component"	"Belongs to the TUBGCP family"	NA	NA	NA	NA	NA
"KAF7795462.1"	NA	NA	NA	"GH128(72-280)"	"N"	"N"	"Y(1-21)"
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 2nd section; belongs to the EPSP synthase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the C-terminal section; belongs to the shikimate dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 4th section; belongs to the type-I 3-dehydroquinase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the N-terminal section; belongs to the sugar phosphate cyclases superfamily. Dehydroquinate synthase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 2nd section; belongs to the EPSP synthase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 4th section; belongs to the type-I 3-dehydroquinase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the N-terminal section; belongs to the dehydroquinate synthase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 2nd section; belongs to the EPSP synthase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the N-terminal section; belongs to the sugar phosphate cyclases superfamily. Dehydroquinate synthase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 3rd section; belongs to the shikimate kinase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 4th section; belongs to the type-I 3-dehydroquinase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 2nd section; belongs to the EPSP synthase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the C-terminal section; belongs to the shikimate dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the N-terminal section; belongs to the dehydroquinate synthase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 4th section; belongs to the type-I 3-dehydroquinase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the C-terminal section; belongs to the shikimate dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the C-terminal section; belongs to the shikimate dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 3rd section; belongs to the shikimate kinase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 3rd section; belongs to the shikimate kinase family"	NA	NA	NA	NA	NA
"KAF7795466.1"	"Pentafunctional AROM polypeptide"	"In the 3rd section; belongs to the shikimate kinase family"	NA	NA	NA	NA	NA
"KAF7795479.1"	"Protein-S-isoprenylcysteine O-methyltransferase"	"Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family"	"2.1.1.100"	NA	NA	NA	NA
"KAF7795504.1"	"Fumarate reductase"	"Belongs to the FAD-dependent oxidoreductase 2 family. FRD/SDH subfamily"	"1.3.1.6"	NA	NA	NA	NA
"KAF7795506.1"	"Autophagy protein 5"	"Belongs to the ATG5 family"	NA	NA	NA	NA	NA
"KAF7795523.1"	NA	NA	NA	"GH79(18-385)"	"GH79"	"N"	"N"
"KAF7795538.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7795540.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7795545.1"	NA	"Belongs to the class-I aminoacyl-tRNA synthetase family"	NA	NA	NA	NA	NA
"KAF7795546.1"	"Translation machinery-associated protein 22"	"Belongs to the DENR family"	NA	NA	NA	NA	NA
"KAF7795554.1"	"Carboxypeptidase"	"Belongs to the peptidase S10 family"	"3.4.16.-"	NA	NA	NA	NA
"KAF7795558.1"	"Carboxypeptidase"	"Belongs to the peptidase S10 family"	"3.4.16.-"	NA	NA	NA	NA
"KAF7795559.1"	"ATP-dependent DNA helicase"	"Belongs to the helicase family"	"3.6.4.12"	NA	NA	NA	NA
"KAF7795568.1"	"3-hydroxyanthranilate 3,4-dioxygenase"	"Belongs to the 3-HAO family"	"1.13.11.6"	NA	NA	NA	NA
"KAF7795593.1"	"Acyl-CoA desaturase"	"Belongs to the fatty acid desaturase type 1 family"	"1.14.19.1"	NA	NA	NA	NA
"KAF7795602.1"	"Condensin complex subunit 1"	"Belongs to the CND1 (condensin subunit 1) family"	NA	NA	NA	NA	NA
"KAF7795603.1"	"Ribosome assembly factor mrt4"	"Belongs to the universal ribosomal protein uL10 family"	NA	NA	NA	NA	NA
"KAF7795604.1"	"Deoxyhypusine hydroxylase"	"Belongs to the deoxyhypusine hydroxylase family"	"1.14.99.29"	NA	NA	NA	NA
"KAF7795619.1"	"DNA damage-binding protein CMR1"	"Belongs to the WD repeat DDB2/WDR76 family"	NA	NA	NA	NA	NA
"KAF7795620.1"	"Flap endonuclease 1"	"Belongs to the XPG/RAD2 endonuclease family. FEN1 subfamily"	"3.1.-.-"	NA	NA	NA	NA
"KAF7795624.1"	"DNA primase"	"Belongs to the eukaryotic-type primase small subunit family"	"2.7.7.-"	NA	NA	NA	NA
"KAF7795632.1"	"Malic enzyme"	"Belongs to the malic enzymes family"	NA	NA	NA	NA	NA
"KAF7795660.1"	"Nascent polypeptide-associated complex subunit beta"	"Belongs to the NAC-beta family"	NA	NA	NA	NA	NA
"KAF7795663.1"	NA	"Belongs to the cytochrome P450 family"	NA	NA	NA	NA	NA
"KAF7795669.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7795671.1"	NA	"Belongs to the DEAD box helicase family"	NA	NA	NA	NA	NA
"KAF7795672.1"	"Autophagy-related protein 11"	"Belongs to the ATG11 family"	NA	NA	NA	NA	NA
"KAF7795681.1"	NA	"Belongs to the glycosyl hydrolase 18 family"	"3.2.1.-"	"GH18(33-283)"	"GH18+CBM1+CBM19"	"CBM5+GH18"	"Y(1-27)"
"KAF7795684.1"	"Terpene synthase"	"Belongs to the terpene synthase family"	"4.2.3.-"	NA	NA	NA	NA
"KAF7795687.1"	NA	"Belongs to the EMP24/GP25L family"	NA	NA	NA	NA	NA
"KAF7795688.1"	NA	NA	NA	"N"	"AA1"	"AA1_1"	"Y(1-22)"
"KAF7795689.1"	NA	"Belongs to the zinc-containing alcohol dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7795691.1"	"U3 small nucleolar RNA-associated protein 25"	"Belongs to the UTP25 family"	NA	NA	NA	NA	NA
"KAF7795693.1"	NA	"Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family"	NA	NA	NA	NA	NA
"KAF7795701.1"	"Coatomer subunit delta"	"Belongs to the adaptor complexes medium subunit family. Delta-COP subfamily"	NA	NA	NA	NA	NA
"KAF7795701.1"	"Coatomer subunit delta"	"Belongs to the adaptor complexes medium subunit family. Delta-COP subfamily"	NA	NA	NA	NA	NA
"KAF7795701.1"	"Coatomer subunit delta"	"Belongs to the adaptor complexes medium subunit family. Delta-COP subfamily"	NA	NA	NA	NA	NA
"KAF7795701.1"	"Coatomer subunit delta"	"Belongs to the adaptor complexes medium subunit family. Delta-COP subfamily"	NA	NA	NA	NA	NA
"KAF7795707.1"	"Protein YOP1"	"Belongs to the DP1 family"	NA	NA	NA	NA	NA
"KAF7795713.1"	NA	"Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IB subfamily"	NA	NA	NA	NA	NA
"KAF7795715.1"	"Dihydrolipoyl dehydrogenase"	"Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family"	"1.8.1.4"	NA	NA	NA	NA
"KAF7795716.1"	NA	NA	NA	"AA7(71-259)"	"N"	"N"	"Y(1-37)"
"KAF7795718.1"	"Phosphotransferase"	"Belongs to the hexokinase family"	"2.7.1.-"	NA	NA	NA	NA
"KAF7795719.1"	NA	"Belongs to the universal ribosomal protein uL14 family"	NA	NA	NA	NA	NA
"KAF7795722.1"	"Ribosome biogenesis protein YTM1"	"Belongs to the WD repeat WDR12/YTM1 family"	NA	NA	NA	NA	NA
"KAF7795730.1"	NA	"Belongs to the FMN-dependent alpha-hydroxy acid dehydrogenase family"	NA	NA	NA	NA	NA
"KAF7795732.1"	"Histone H2A"	"Belongs to the histone H2A family"	NA	NA	NA	NA	NA
"KAF7795734.1"	"AP complex subunit beta"	"Belongs to the adaptor complexes large subunit family"	NA	NA	NA	NA	NA
"KAF7795741.1"	NA	"Belongs to the peptidase A1 family"	NA	NA	NA	NA	NA
"KAF7795743.1"	"Actin-related protein 2/3 complex subunit 5"	"Belongs to the ARPC5 family"	NA	NA	NA	NA	NA
"KAF7795747.1"	NA	NA	NA	"GT49(135-460)"	"N"	"N"	"N"
"KAF7795753.1"	NA	"Belongs to the small heat shock protein (HSP20) family"	NA	NA	NA	NA	NA
"KAF7795753.1"	NA	"Belongs to the small heat shock protein (HSP20) family"	NA	NA	NA	NA	NA
"KAF7795755.1"	NA	NA	NA	"GH3(122-323)"	"GH3+CBM1"	"GH3"	"N"
"KAF7795757.1"	NA	NA	NA	"N"	"GH79"	"GH79"	"N"
"KAF7795769.1"	"Protein-S-isoprenylcysteine O-methyltransferase"	"Belongs to the class VI-like SAM-binding methyltransferase superfamily. Isoprenylcysteine carboxyl methyltransferase family"	"2.1.1.100"	NA	NA	NA	NA
"KAF7795778.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7795780.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7795782.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7795783.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7795784.1"	NA	"Belongs to the short-chain dehydrogenases/reductases (SDR) family"	NA	NA	NA	NA	NA
"KAF7795799.1"	NA	NA	NA	"GH55(4-335)"	"N"	"GH55"	"N"
"KAF7795804.1"	NA	NA	NA	"GT48(763-1532)"	"GT48"	"GT48"	"N"
"KAF7795834.1"	NA	NA	NA	"GT2_Glyco_trans_2_3(123-342)"	"GT0"	"GT0"	"N"
"KAF7795857.1"	"40S ribosomal protein S1"	"Belongs to the eukaryotic ribosomal protein eS1 family"	NA	NA	NA	NA	NA
"KAF7795870.1"	"Uroporphyrinogen decarboxylase"	"Belongs to the uroporphyrinogen decarboxylase family"	"4.1.1.37"	NA	NA	NA	NA
"KAF7795883.1"	"60S ribosomal protein L29"	"Belongs to the eukaryotic ribosomal protein eL29 family"	NA	NA	NA	NA	NA
"KAF7795886.1"	NA	"Belongs to the peroxiredoxin family"	NA	"N"	"GH18"	"N"	"N"
"KAF7795900.1"	"Serine/threonine-protein kinase"	"Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. CDC5/Polo subfamily"	"2.7.11.21"	NA	NA	NA	NA
"KAF7795913.1"	"Extracellular metalloproteinase"	"Belongs to the peptidase M36 family"	"3.4.24.-"	NA	NA	NA	NA
"KAF7795916.1"	"Tubulin beta chain"	"Belongs to the tubulin family"	NA	NA	NA	NA	NA
